,message,Category,label
7903,assist me to induce a call for card,Banking_Card_Request,2
7904,make a visa card inquiry,Banking_Card_Request,2
7905,Where to check 2 accounts transactions for a/c?,Banking_View_Activity,27
7906,what are the procedures for activate bank card pin num,Banking_Activate_Card,0
7907,turn to my registered mail,Banking_Change_Credential_Info,5
7908,assist to find my a card offer status,Banking_Get_Card_Request_Status,18
7909,Where to see 14 accounts transactions for a/c?,Banking_View_Activity,27
7910,please provide me my cost inquiry of visa card,Banking_Fee_Inquiry,10
7911,please assist to check me my a card appeal status,Banking_Get_Card_Request_Status,18
7912,show my a card application status,Banking_Get_Card_Request_Status,18
7913,on debit card pin num,Banking_Activate_Card,0
7914,help me to modify me pass-code,Banking_Change_Passcode,6
7915,help me to provide my mobile no,Banking_Get_Contact,20
7916,get my card cvv,Banking_Get_Secure_Info,22
7917,can you help me to come with Account number,Banking_Get_Account_Number,14
7918,can you find me my visa card 1,Banking_Activate_Card,0
7919,can you get me my pass-code corrected,Banking_Change_Passcode,6
7920,what are the steps for Change my credit card pass num,Banking_Replace_Card,24
7921,1 overcome activity summary,Banking_View_Activity,27
7922,get me help to Replace my visa card passcode,Banking_Replace_Card,24
7923,hand out me information of you,Bot_Desc,32
7924,Where to overcome 1 my a/c activity summary for my accounts?,Banking_View_Activity,27
7925,help me to catch whether account is setup,Banking_Get_Acc_Status,11
7926,please can you help me to provide my google mail id,Banking_Get_Email,21
7927,please get card recourse status,Banking_Get_Card_Request_Status,18
7928,assist to obtain card application status,Banking_Get_Card_Request_Status,18
7929,How much is the charge for a missing master card?,Banking_Report_Missing_Card,25
7930,can i activate my atm card activation keys,Banking_Activate_Card,0
7931,Where to show any my a/c activities for accounts?,Banking_View_Activity,27
7932,please can you help me to engender a invitation for card,Banking_Card_Request,2
7933,can you display credit card balance,Banking_Get_Account_Balance,12
7934,Where to view 7 activity history for my accounts?,Banking_View_Activity,27
7935,can you help me to prepare balance of account no,Banking_Get_Account_Balance,12
7936,please help me to give me balance,Banking_Get_Account_Balance,12
7937,assist me to catch my addres,Banking_Get_Address,15
7938,help me to check me acc details,Banking_Get_Account_Details,13
7939,please assist to give me account no,Banking_Get_Account_Number,14
7940,can you please display me expiry month,Banking_Get_Secure_Info,22
7941,please search me balance,Banking_Get_Account_Balance,12
7942,assist me to provide whether account is running,Banking_Get_Acc_Status,11
7943,can you help me to come with my card demand status,Banking_Get_Card_Request_Status,18
7944,can you please initiate a desire for card,Banking_Card_Request,2
7945,can you overcome my a card offer status,Banking_Get_Card_Request_Status,18
7946,foreclosing atm card pin,Banking_Cancel_Card,1
7947,please help me to send funds to other bank account,Banking_Transfer_Money,26
7948,help me to Replace debit card,Banking_Replace_Card,24
7949,assist me to prepare my pass-code,Banking_Get_Secure_Info,22
7950,can you please provide my card cvv,Banking_Get_Secure_Info,22
7951,help me to transit my balance,Banking_Change_Credential_Info,5
7952,obtain me my passcode,Banking_Get_Secure_Info,22
7953,please help me to get username surrogated,Banking_Change_Username,8
7954,can you please come with my till_year,Banking_Get_Secure_Info,22
7955,assist to overcome with whether or not account is disabled,Banking_Get_Acc_Status,11
7956,can you please bring about inquiry for card,Banking_Card_Request,2
7957,can you help me to obtain me acc number balance,Banking_Get_Account_Balance,12
7958,I want someone to help me give activity history and summary for every activity of my account,Banking_View_Activity,27
7959,please assist to provide me a/c 10 transactions,Banking_View_Activity,27
7960,set up debit card appeal,Banking_Card_Request,2
7961,activating credit card atm password,Banking_Activate_Card,0
7962,please assist me to active my debit card pin num,Banking_Activate_Card,0
7963,can you give me my mobile number,Banking_Get_Contact,20
7964,please display me my atm card status,Banking_Get_Card_Status,19
7965,can you please get user name turned,Banking_Change_Username,8
7966,get my card num turned,Banking_Change_Credential_Info,5
7967,please can you help me to catch card requisition status,Banking_Get_Card_Request_Status,18
7968,please assist me to show acc num,Banking_Get_Account_Number,14
7969,whip up atm card desire,Banking_Card_Request,2
7970,can you help me to search me master card balance,Banking_Get_Account_Balance,12
7971,please help me to change my registered mail,Banking_Change_Credential_Info,5
7972,please assist to surrogate expiry year,Banking_Change_Credential_Info,5
7973,can i get fees inquiry about master card,Banking_Fee_Inquiry,10
7974,please get Account number surrogated,Banking_Change_Credential_Info,5
7975,assist me to begining credit card pin,Banking_Activate_Card,0
7976,help me to obtain me my till year,Banking_Get_Secure_Info,22
7977,please can you help me to initiate invitation for card,Banking_Card_Request,2
7978,can you find atm card charges inquiry,Banking_Fee_Inquiry,10
7979,help me to get my account no modified,Banking_Change_Credential_Info,5
7980,can you help me to show me cvv,Banking_Get_Secure_Info,22
7981,can you provoke application for card,Banking_Card_Request,2
7982,can i turning on my visa card active keys,Banking_Activate_Card,0
7983,can you help me to obtain atm card turned off,Banking_Cancel_Card,1
7984,help me to initiate a recourse for card,Banking_Card_Request,2
7985,please help me to get pass code turned,Banking_Change_Passcode,6
7986,I have stolen my visa card and I want to deactivate it,Banking_Report_Missing_Card,25
7987,please can you help me to show me my account details,Banking_Get_Account_Details,13
7988,please assist me to activating my atm card atm password,Banking_Activate_Card,0
7989,can you help me to send my money to other bank account,Banking_Transfer_Money,26
7990,please can you help me to modulation me card cvv,Banking_Change_Credential_Info,5
7991,assist to obtain 14 recent activity,Banking_View_Activity,27
7992,please assist me to get charges my atm card,Banking_Fee_Inquiry,10
7993,help me to see my mob no,Banking_Get_Contact,20
7994,assist me to get cost inquiry about master card,Banking_Fee_Inquiry,10
7995,can you adjust my expiry year,Banking_Change_Credential_Info,5
7996,deliver me statement,Bot_Desc,32
7997,please help me to search me my acc num,Banking_Get_Account_Number,14
7998,please provoke demand for card,Banking_Card_Request,2
7999,please help me to get bank card restitute,Banking_Replace_Card,24
8000,please can you help me to prepare me account details,Banking_Get_Account_Details,13
8001,what are the procedure for turning on card pass num,Banking_Activate_Card,0
8002,assist me to find my postal address,Banking_Get_Address,15
8003,please can you help me to modify my card no,Banking_Change_Credential_Info,5
8004,can you please modulation card num,Banking_Change_Credential_Info,5
8005,overcome master card details,Banking_Get_Card_Details,16
8006,can you please get my gender adjusted,Banking_Change_Credential_Info,5
8007,Where to show 3 accounts activity history for my a/c?,Banking_View_Activity,27
8008,help me to correct me my card type,Banking_Change_Credential_Info,5
8009,can you please come with my till month,Banking_Get_Secure_Info,22
8010,assist me to find whether or not my account is disabled,Banking_Get_Acc_Status,11
8011,please help me to turn to till_month,Banking_Change_Credential_Info,5
8012,assist to activate visa card passcode,Banking_Activate_Card,0
8013,please assist me to obtain me my Account number,Banking_Get_Account_Number,14
8014,Where to show transactions for a/c?,Banking_View_Activity,27
8015,assist to get charges my master card,Banking_Fee_Inquiry,10
8016,assist to find my acc details,Banking_Get_Account_Details,13
8017,refinement card no,Banking_Change_Credential_Info,5
8018,assist to overcome me my email id,Banking_Get_Email,21
8019,can you catch username,Banking_Get_Username,23
8020,How can i be get my card appeal status prepared?,Banking_Get_Card_Request_Status,18
8021,please assist to come with me mobile,Banking_Get_Contact,20
8022,can you please get me expiry month,Banking_Get_Secure_Info,22
8023,can you please get my addr updated?,Banking_Change_Address,3
8024,can you please search me my address,Banking_Get_Address,15
8025,can you get me my address updated?,Banking_Change_Address,3
8026,no longer want visa card,Banking_Cancel_Card,1
8027,can you help me to set up a desire for card,Banking_Card_Request,2
8028,can you please get my till year turned,Banking_Change_Credential_Info,5
8029,provide user name,Banking_Get_Username,23
8030,help me to re-enabling my card pin num,Banking_Activate_Card,0
8031,assist me to catch my password,Banking_Get_Secure_Info,22
8032,please can you help me to come with me my balance,Banking_Get_Account_Balance,12
8033,can you help me to change me mobile,Banking_Change_Contact,4
8034,please assist to come with my a/c balance,Banking_Get_Account_Balance,12
8035,please help me to close debit card pin,Banking_Cancel_Card,1
8036,How can you prove you are a human?,General_Human_or_Bot,35
8037,what are the steps for initiating credit card active keys,Banking_Activate_Card,0
8038,what are the processes for no longer need bank card pass num,Banking_Cancel_Card,1
8039,any obtain recent activity,Banking_View_Activity,27
8040,please help me to modify card no,Banking_Change_Credential_Info,5
8041,help me to provoke desire for card,Banking_Card_Request,2
8042,please help me to get card type surrogated,Banking_Change_Credential_Info,5
8043,How much overseas wire some amount charge?,Banking_Transfer_Money,26
8044,assist me to initiating visa card,Banking_Activate_Card,0
8045,please assist me to active master card active keys,Banking_Activate_Card,0
8046,assist to catch me my cvv,Banking_Get_Secure_Info,22
8047,How much we pay for the maintenance fee?,Banking_Fee_Inquiry,10
8048,can you overcome visa card re-enabled,Banking_Activate_Card,0
8049,please overcome me my debit card charges inquiry,Banking_Fee_Inquiry,10
8050,please help me to obtain me my mobile num,Banking_Get_Contact,20
8051,please assist me to overcome my bank card status,Banking_Get_Card_Status,19
8052,what are the procedures to get fees bank card,Banking_Fee_Inquiry,10
8053,Where are the some other transactions transfer option in mobile application?,Banking_Transfer_Money,26
8054,can you help me to show pass code,Banking_Get_Secure_Info,22
8055,please check master card turned off,Banking_Cancel_Card,1
8056,can you help me to come with me my card cost,Banking_Fee_Inquiry,10
8057,help me to prepare whether or not account is 0,Banking_Get_Acc_Status,11
8058,see through my account and tell me whether account is disabled,Banking_Get_Acc_Status,11
8059,assist me to show whether account is disabled,Banking_Get_Acc_Status,11
8060,Is there any charge for registering a complaint for my visa card theft?,Banking_Report_Missing_Card,25
8061,can you please turn to my user name,Banking_Change_Username,8
8062,please refinement mobile no,Banking_Change_Contact,4
8063,please can you help me to display me credit card activating,Banking_Activate_Card,0
8064,can you please get addr updated?,Banking_Change_Address,3
8065,have you initiated any card application yet?,Banking_Card_Request,2
8066,Is there any charge for registering a complaint for my card missing?,Banking_Report_Missing_Card,25
8067,help me to give my a card invitation status,Banking_Get_Card_Request_Status,18
8068,raise a debit card requisition,Banking_Card_Request,2
8069,please assist me to change my pass_code,Banking_Change_Passcode,6
8070,can you help me to display my card cvv,Banking_Get_Secure_Info,22
8071,assist to transfer liquid,Banking_Transfer_Money,26
8072,Change my master card atm password,Banking_Replace_Card,24
8073,Where to show any my accounts activity summary for my a/c?,Banking_View_Activity,27
8074,please assist me to Change my card passcode,Banking_Replace_Card,24
8075,induce a atm card solicitation,Banking_Card_Request,2
8076,please search me debit card status,Banking_Get_Card_Status,19
8077,Where to find 2 transactions for a/c?,Banking_View_Activity,27
8078,please assist me to prepare me my my a/c details,Banking_Get_Account_Details,13
8079,help me to get user name corrected,Banking_Change_Username,8
8080,provide me detail,Bot_Desc,32
8081,please assist to show my account no,Banking_Get_Account_Number,14
8082,can you get passcode,Banking_Get_Secure_Info,22
8083,can you help me to get whether account is enabled,Banking_Get_Acc_Status,11
8084,provide me my cvv,Banking_Get_Secure_Info,22
8085,can i no longer need my credit card pass number,Banking_Cancel_Card,1
8086,get me my username corrected,Banking_Change_Username,8
8087,please assist me to overcome my visa card take over,Banking_Replace_Card,24
8088,can you help me to modify contact,Banking_Change_Contact,4
8089,My visa card is took by someone how should I cancel it,Banking_Report_Missing_Card,25
8090,get me help to get charges inquiry for debit card,Banking_Fee_Inquiry,10
8091,can you please get username surrogated,Banking_Change_Username,8
8092,assist me to provide my bank card status,Banking_Get_Card_Status,19
8093,please assist me to activating master card activation keys,Banking_Activate_Card,0
8094,Where to search 9 recent activity for accounts?,Banking_View_Activity,27
8095,can you provide me balance,Banking_Get_Account_Balance,12
8096,can you help me to obtain me my expiry month,Banking_Get_Secure_Info,22
8097,please get me my credit card status,Banking_Get_Card_Status,19
8098,Please walk me through the process of wire funds,Banking_Transfer_Money,26
8099,assist to Change credit card pass num,Banking_Replace_Card,24
8100,please help me to obtain me my visa card status,Banking_Get_Card_Status,19
8101,help me to opening atm card,Banking_Activate_Card,0
8102,assist me to get me card cvv,Banking_Get_Secure_Info,22
8103,assist to display whether or not my account is off,Banking_Get_Acc_Status,11
8104,transit mobile number,Banking_Change_Contact,4
8105,change till_year,Banking_Change_Credential_Info,5
8106,assist to provide me registered mail id,Banking_Get_Email,21
8107,Where to prepare 9 recent activity for accounts?,Banking_View_Activity,27
8108,please assist me to check my atm card regain,Banking_Replace_Card,24
8109,please assist me to search card appeal status,Banking_Get_Card_Request_Status,18
8110,help me to provide me expiry year,Banking_Get_Secure_Info,22
8111,what are the processes to get fees bank card,Banking_Fee_Inquiry,10
8112,please help me to search my mobile,Banking_Get_Contact,20
8113,What is the daily limit to wire funds to inside bank?,Banking_Transfer_Money,26
8114,please help me to provide my postal address,Banking_Get_Address,15
8115,help me to cancelled my atm card activation keys,Banking_Cancel_Card,1
8116,please can you help me to find my Account details,Banking_Get_Account_Details,13
8117,please help me to overcome my email,Banking_Get_Email,21
8118,cost inquiry for my atm card,Banking_Fee_Inquiry,10
8119,can you help me to find me my mobile number,Banking_Get_Contact,20
8120,please assist me to give me my accounts 4 transactions,Banking_View_Activity,27
8121,can you help me to catch pass code,Banking_Get_Secure_Info,22
8122,Where to come with any activity history for my accounts?,Banking_View_Activity,27
8123,can you please search my account number bal,Banking_Get_Account_Balance,12
8124,please can you help me to provide me my email address,Banking_Get_Email,21
8125,What is the daily limit to transfer money to inside bank?,Banking_Transfer_Money,26
8126,please get me google mail id turned,Banking_Change_Credential_Info,5
8127,assist to find my bal of bank card,Banking_Get_Account_Balance,12
8128,can you get account number adjusted,Banking_Change_Credential_Info,5
8129,please can you help me to show my card request status,Banking_Get_Card_Request_Status,18
8130,can you help me to catch my till year,Banking_Get_Secure_Info,22
8131,get me help to revoke my credit card pin,Banking_Cancel_Card,1
8132,please cause a invitation for card,Banking_Card_Request,2
8133,assist me to overcome my mobile number,Banking_Get_Contact,20
8134,hand out presentment of you,Bot_Desc,32
8135,originate a invitation for card,Banking_Card_Request,2
8136,come with my Account number balance,Banking_Get_Account_Balance,12
8137,help me to obtain me my atm card status,Banking_Get_Card_Status,19
8138,see through and tell me whether its is enabled,Banking_Get_Acc_Status,11
8139,get visa card all details,Banking_Get_Card_Details,16
8140,provide me my bal of acc number,Banking_Get_Account_Balance,12
8141,assist me to get cost inquiry about my visa card,Banking_Fee_Inquiry,10
8142,please help me to change me my passcode,Banking_Change_Passcode,6
8143,transit card type,Banking_Change_Credential_Info,5
8144,please can you help me to get me debit card oust,Banking_Replace_Card,24
8145,turn over me report,Bot_Desc,32
8146,can you come with me my contact no,Banking_Get_Contact,20
8147,can i disabled my debit card passcode,Banking_Cancel_Card,1
8148,present story,Bot_Desc,32
8149,please get my till year transited,Banking_Change_Credential_Info,5
8150,assist to search whether my account is closed,Banking_Get_Acc_Status,11
8151,Where are the outside funds send option in mobile application?,Banking_Transfer_Money,26
8152,can you help me to obtain whether my account is on,Banking_Get_Acc_Status,11
8153,can you help me to come with my account details,Banking_Get_Account_Details,13
8154,can you please look through my account and tell me whether its is turned off,Banking_Get_Acc_Status,11
8155,please provide till month,Banking_Get_Secure_Info,22
8156,come with my mobile num,Banking_Get_Contact,20
8157,please help me to prepare me bank card alter,Banking_Replace_Card,24
8158,can you please get mobile no changed,Banking_Change_Contact,4
8159,what are the procedure for 1 my bank card pin,Banking_Activate_Card,0
8160,please help me to closing my debit card activation keys,Banking_Cancel_Card,1
8161,please assist me to revoke my visa card passcode,Banking_Cancel_Card,1
8162,please help me to provide my balance of acc_no,Banking_Get_Account_Balance,12
8163,please assist to show my card application status,Banking_Get_Card_Request_Status,18
8164,can you help me to obtain contact number,Banking_Get_Contact,20
8165,present representation of you,Bot_Desc,32
8166,please assist to give rise to a requisition for card,Banking_Card_Request,2
8167,can you bear offer for card,Banking_Card_Request,2
8168,please assist to find me my master card closing,Banking_Cancel_Card,1
8169,please generate a desire for card,Banking_Card_Request,2
8170,can you help me to change me my username,Banking_Change_Username,8
8171,help me to find me my card inquiry status,Banking_Get_Card_Request_Status,18
8172,How do I go about reporting a card stolen?,Banking_Report_Missing_Card,25
8173,what are the processes for cancel my atm card pass num,Banking_Cancel_Card,1
8174,prepare my a card request status,Banking_Get_Card_Request_Status,18
8175,please assist to give my visa card status,Banking_Get_Card_Status,19
8176,please can you help me to prepare me my master card status,Banking_Get_Card_Status,19
8177,How can i be get me card invitation status prepared?,Banking_Get_Card_Request_Status,18
8178,please transit my user name,Banking_Change_Username,8
8179,please can you help me to check my account details,Banking_Get_Account_Details,13
8180,prepare contact number,Banking_Get_Contact,20
8181,help me to disable card passcode,Banking_Cancel_Card,1
8182,Where to overcome 12 my accounts activity history for accounts?,Banking_View_Activity,27
8183,Which is the inside money move maximum limit?,Banking_Transfer_Money,26
8184,please can you help me to refinement me email address,Banking_Change_Credential_Info,5
8185,assist me to show me my user name,Banking_Get_Username,23
8186,come with my credit card balance,Banking_Get_Account_Balance,12
8187,please look through my account and tell me whether account is activate,Banking_Get_Acc_Status,11
8188,assist me to provide my card begining,Banking_Activate_Card,0
8189,please assist to come with me atm card displace,Banking_Replace_Card,24
8190,Is there any charge for registering a complaint for debit card theft?,Banking_Report_Missing_Card,25
8191,please assist me to overcome me a card recourse status,Banking_Get_Card_Request_Status,18
8192,assist me to turning off my credit card atm Passcode,Banking_Cancel_Card,1
8193,How can i be get a solicitation for card set up?,Banking_Card_Request,2
8194,cost inquiry about my debit card,Banking_Fee_Inquiry,10
8195,can i get fees inquiry for my card,Banking_Fee_Inquiry,10
8196,assist me to get whether my account is turned off,Banking_Get_Acc_Status,11
8197,can you please engender a request for card,Banking_Card_Request,2
8198,please update my address,Banking_Change_Address,3
8199,Where to overcome 12 my accounts activity history for a/c?,Banking_View_Activity,27
8200,can you help me to correct passcode,Banking_Change_Passcode,6
8201,please assist me to search my balance,Banking_Get_Account_Balance,12
8202,please can you help me to show me debit card status,Banking_Get_Card_Status,19
8203,present sketch,Bot_Desc,32
8204,get me help to setup my card activation keys,Banking_Activate_Card,0
8205,can you help me to search my acc_no,Banking_Get_Account_Number,14
8206,assist me to raise requisition for card,Banking_Card_Request,2
8207,assist to transit my google mail id,Banking_Change_Credential_Info,5
8208,can you please initiate application for card,Banking_Card_Request,2
8209,please help me to close my visa card pin,Banking_Cancel_Card,1
8210,Where to search 9 recent activity for a/c?,Banking_View_Activity,27
8211,assist to obtain me my debit card status,Banking_Get_Card_Status,19
8212,get my pass code refined,Banking_Change_Passcode,6
8213,assist to get cost inquiry for visa card,Banking_Fee_Inquiry,10
8214,please help me to Change master card pin num,Banking_Replace_Card,24
8215,can you please come with password,Banking_Get_Secure_Info,22
8216,please assist to search me my debit card take over,Banking_Replace_Card,24
8217,can you get my card cvv modulated,Banking_Change_Credential_Info,5
8218,please show my addr,Banking_Get_Address,15
8219,help me to show me atm card status,Banking_Get_Card_Status,19
8220,can you show me debit card status,Banking_Get_Card_Status,19
8221,please get pass code,Banking_Get_Secure_Info,22
8222,help me to overcome with whether or not my account is 0,Banking_Get_Acc_Status,11
8223,provide credit card summary,Banking_Get_Card_Details,16
8224,please help me to get pass-code refined,Banking_Change_Passcode,6
8225,can you help me to get my pass_code modulated,Banking_Change_Passcode,6
8226,provide me credit card retrieve,Banking_Replace_Card,24
8227,What steps should be taken in the event of a lost card?,Banking_Report_Missing_Card,25
8228,please assist me to find me my accounts 1 activity summary,Banking_View_Activity,27
8229,please help me to change me my contact,Banking_Change_Contact,4
8230,can you get me my present address updated?,Banking_Change_Address,3
8231,do it assist,affirm,39
8232,what are the procedure to get fees debit card,Banking_Fee_Inquiry,10
8233,assist to get me my my balance,Banking_Get_Account_Balance,12
8234,refinement my email address,Banking_Change_Credential_Info,5
8235,please assist me to make solicitation for card,Banking_Card_Request,2
8236,assist me to obtain a card desire status,Banking_Get_Card_Request_Status,18
8237,come with status of my debit card,Banking_Get_Card_Status,19
8238,please assist me to achieve desire for card,Banking_Card_Request,2
8239,please help me to catch my 7 recent activity,Banking_View_Activity,27
8240,assist to check me my master card status,Banking_Get_Card_Status,19
8241,assist me to surrogate passcode,Banking_Change_Passcode,6
8242,please assist me to turning off my credit card activation keys,Banking_Cancel_Card,1
8243,please help me to prepare me card request status,Banking_Get_Card_Request_Status,18
8244,assist to re-enable my bank card pin num,Banking_Activate_Card,0
8245,can you please turn to my expiry year,Banking_Change_Credential_Info,5
8246,catch recent activity,Banking_View_Activity,27
8247,assist to show me a/c balance,Banking_Get_Account_Balance,12
8248,hey Brijesh how is it going,General_Greetings,34
8249,What steps can I take when I missing debit card?,Banking_Report_Missing_Card,25
8250,please assist me to provide me my debit card status,Banking_Get_Card_Status,19
8251,please assist to prepare me visa card disabled,Banking_Cancel_Card,1
8252,can you help me to display pass-code,Banking_Get_Secure_Info,22
8253,catch status of card,Banking_Get_Card_Status,19
8254,please assist to provide me debit card restore,Banking_Replace_Card,24
8255,help me to come with my expiry month,Banking_Get_Secure_Info,22
8256,How can i be get a recourse for card developed?,Banking_Card_Request,2
8257,can you please help me to get my passwod adjusted,Banking_Change_Password,7
8258,please assist to check a card call status,Banking_Get_Card_Request_Status,18
8259,hand over your version,Bot_Desc,32
8260,assist to adjust username,Banking_Change_Username,8
8261,4 get my a/c activity history,Banking_View_Activity,27
8262,please search me card turned on,Banking_Activate_Card,0
8263,can you help me to display me my accounts 10 activity summary,Banking_View_Activity,27
8264,please assist me to check my bal of bank card,Banking_Get_Account_Balance,12
8265,can you please obtain me my atm card number,Banking_Get_Card_Number,17
8266,search me acc no,Banking_Get_Account_Number,14
8267,please check me my fees inquiry of visa card,Banking_Fee_Inquiry,10
8268,get my card oust,Banking_Replace_Card,24
8269,can you help me to overcome card status,Banking_Get_Card_Status,19
8270,help me to get me my a/c 9 activities,Banking_View_Activity,27
8271,what are the procedure for revoke card pass num,Banking_Cancel_Card,1
8272,please get my present address modified?,Banking_Change_Address,3
8273,please bring about a inquiry for card,Banking_Card_Request,2
8274,can you help me to search me a card request status,Banking_Get_Card_Request_Status,18
8275,turn over narration of you,Bot_Desc,32
8276,re-enable atm card,Banking_Activate_Card,0
8277,please induce demand for card,Banking_Card_Request,2
8278,help me to overcome balance,Banking_Get_Account_Balance,12
8279,help me to catch acc num,Banking_Get_Account_Number,14
8280,assist me to show accounts 2 activities,Banking_View_Activity,27
8281,get me help to cancel bank card,Banking_Cancel_Card,1
8282,How do I go about reporting a card theft?,Banking_Report_Missing_Card,25
8283,can you help me to find me fees of master card,Banking_Fee_Inquiry,10
8284,can you help me to show me my card bal,Banking_Get_Account_Balance,12
8285,please assist me to turn off my bank card pin,Banking_Cancel_Card,1
8286,please can you help me to catch my cost of bank card,Banking_Fee_Inquiry,10
8287,assist to search whether or not my account is on,Banking_Get_Acc_Status,11
8288,What is the procedure to report took by someone my debit card?,Banking_Report_Missing_Card,25
8289,deliver me your brief,Bot_Desc,32
8290,assist me to get me my 2 transactions,Banking_View_Activity,27
8291,please assist me to come with bank card repay,Banking_Replace_Card,24
8292,help me to get present address updated?,Banking_Change_Address,3
8293,help me to provide my expiry year,Banking_Get_Secure_Info,22
8294,provide atm card all details,Banking_Get_Card_Details,16
8295,can you check my card invitation status,Banking_Get_Card_Request_Status,18
8296,please replace my card,Banking_Replace_Card,24
8297,Where to get 2 accounts activity history for my a/c?,Banking_View_Activity,27
8298,please can you help me to surrogate cvv,Banking_Change_Credential_Info,5
8299,assist me to show me charges inquiry of master card,Banking_Fee_Inquiry,10
8300,please can you help me to transit my pass code,Banking_Change_Passcode,6
8301,Where to give any recent activity for a/c?,Banking_View_Activity,27
8302,surrogate pass-code,Banking_Change_Passcode,6
8303,get me help to begining my master card pin,Banking_Activate_Card,0
8304,please can you help me to change me card type,Banking_Change_Credential_Info,5
8305,can you please overcome my master card redress,Banking_Replace_Card,24
8306,can you get me permenant address refined,Banking_Change_Credential_Info,5
8307,please can you help me to obtain my credit card_no,Banking_Get_Card_Number,17
8308,change present address,Banking_Change_Address,3
8309,hand over statement,Bot_Desc,32
8310,How can i be get request for card initiated?,Banking_Card_Request,2
8311,please can you help me to check me my card begun,Banking_Activate_Card,0
8312,please assist me to refinement card num,Banking_Change_Credential_Info,5
8313,please get my till_year,Banking_Get_Secure_Info,22
8314,can i get cost inquiry for credit card,Banking_Fee_Inquiry,10
8315,help me to Replace card pin,Banking_Replace_Card,24
8316,hand over representation of you,Bot_Desc,32
8317,help me to provide my a card invitation status,Banking_Get_Card_Request_Status,18
8318,please whip up a invitation for card,Banking_Card_Request,2
8319,please help me to set up solicitation for card,Banking_Card_Request,2
8320,9 see recent activity,Banking_View_Activity,27
8321,How do I report the stolen of debit card?,Banking_Report_Missing_Card,25
8322,look through and tell me whether my account is actived,Banking_Get_Acc_Status,11
8323,How can i be get a application for card brought?,Banking_Card_Request,2
8324,help me to get my contact number transited,Banking_Change_Contact,4
8325,please assist to search me my charges inquiry of credit card,Banking_Fee_Inquiry,10
8326,display me master card reimburse,Banking_Replace_Card,24
8327,Where to obtain 7 a/c activity history for my accounts?,Banking_View_Activity,27
8328,please find me debit card activated,Banking_Activate_Card,0
8329,Stop doing this,General_Ending,33
8330,please overcome me my postal addr,Banking_Get_Address,15
8331,I need assistance as I've lose my credit card,Banking_Report_Missing_Card,25
8332,please help me to Change master card atm password,Banking_Replace_Card,24
8333,Where to find 14 activity summary for my accounts?,Banking_View_Activity,27
8334,please help me to obtain mobile,Banking_Get_Contact,20
8335,How do I report the loss of bank card?,Banking_Report_Missing_Card,25
8336,please assist to obtain bal of master card,Banking_Get_Account_Balance,12
8337,please help me to disabled my master card pin,Banking_Cancel_Card,1
8338,assist me to refinement my mob number,Banking_Change_Contact,4
8339,please can you help me to prepare me atm card re-enabling,Banking_Activate_Card,0
8340,help me to prepare me my a/c details,Banking_Get_Account_Details,13
8341,What steps can I take when I theft my master card?,Banking_Report_Missing_Card,25
8342,closing my card atm password,Banking_Cancel_Card,1
8343,please assist to give me debit card status,Banking_Get_Card_Status,19
8344,please assist me to overcome my master cardno,Banking_Get_Card_Number,17
8345,please assist me to provoke a application for card,Banking_Card_Request,2
8346,induce a visa card demand,Banking_Card_Request,2
8347,please assist to give my atm card cost,Banking_Fee_Inquiry,10
8348,can you show me debit card regain,Banking_Replace_Card,24
8349,What is the daily limit to transfer some amount to inside bank?,Banking_Transfer_Money,26
8350,help me to turn to password,Banking_Change_Password,7
8351,assist to come with me my password,Banking_Get_Secure_Info,22
8352,What steps can I take when I theft visa card?,Banking_Report_Missing_Card,25
8353,please can you help me to wire my funds,Banking_Transfer_Money,26
8354,help me to change gender,Banking_Change_Credential_Info,5
8355,can you help me to provide me my a/c 4 activity history,Banking_View_Activity,27
8356,please assist me to activate my atm card active keys,Banking_Activate_Card,0
8357,help me to come with me credit card number,Banking_Get_Card_Number,17
8358,assist to provide me my bal of a/c,Banking_Get_Account_Balance,12
8359,can you achieve invitation for card,Banking_Card_Request,2
8360,can you help me to get my present address modified?,Banking_Change_Address,3
8361,can you get my address modified?,Banking_Change_Address,3
8362,assist me to come with my balance,Banking_Get_Account_Balance,12
8363,please can you help me to find a card request status,Banking_Get_Card_Request_Status,18
8364,I need assistance as I've lose master card,Banking_Report_Missing_Card,25
8365,assist me to overcome me a card requisition status,Banking_Get_Card_Request_Status,18
8366,assist me to refinement my acc no,Banking_Change_Credential_Info,5
8367,please can you help me to get me mobile,Banking_Get_Contact,20
8368,assist me to provide card fees,Banking_Fee_Inquiry,10
8369,please assist to adjust user name,Banking_Change_Username,8
8370,help me to get my addr modified?,Banking_Change_Address,3
8371,assist me to obtain my till month,Banking_Get_Secure_Info,22
8372,assist to send my funds to other bank account,Banking_Transfer_Money,26
8373,prepare Account number,Banking_Get_Account_Number,14
8374,overcome balance,Banking_Get_Account_Balance,12
8375,please can you help me to prepare me my charges of debit card,Banking_Fee_Inquiry,10
8376,bear atm card inquiry,Banking_Card_Request,2
8377,please help me to display credit card recover,Banking_Replace_Card,24
8378,Please tell me 3 my accounts activity summary summary,Banking_View_Activity,27
8379,help me to prepare my password,Banking_Get_Secure_Info,22
8380,please assist me to catch my fees inquiry of bank card,Banking_Fee_Inquiry,10
8381,please assist to transit expiry month,Banking_Change_Credential_Info,5
